# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_truncation	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_truncation	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_rare_amino_acid_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ODF3B	ENSG00000177989	ENST00000329363	protein_coding	22	88	153	1382	0	27	0	0	8	2	1	0	0	1090	0	6	0	280	150	0	0	0	4	4	27	1	0	6	1	0	73	0
ODF3B	ENSG00000177989	ENST00000401779	protein_coding	24	70	165	1388	0	10	2	0	19	0	0	1	1	1090	0	7	0	278	163	0	0	0	4	4	24	1	0	8	0	1	52	14
ODF3B	ENSG00000177989	ENST00000403326	protein_coding	20	65	96	1467	0	26	0	0	8	0	0	0	0	1092	0	6	0	333	96	0	1	0	3	3	21	1	0	6	1	0	52	25
ODF3B	ENSG00000177989	ENST00000405135	protein_coding	21	84	187	1354	0	0	1	0	15	2	1	0	0	1100	0	8	0	242	184	0	0	0	2	4	28	1	0	6	0	1	67	18
ODF3B	ENSG00000177989	ENST00000428989	protein_coding	21	88	153	1383	0	0	0	0	0	2	1	0	0	1117	0	6	0	255	150	0	0	0	3	4	28	1	0	6	1	0	73	33
ODF3B	ENSG00000177989	ENST00000437588	protein_coding	5	9	30	1080	0	0	0	0	8	0	0	0	0	973	0	1	0	101	30	0	0	0	1	0	6	1	0	2	0	0	8	0
ODF3B	ENSG00000177989	ENST00000463472	retained_intron	3	4	0	1638	0	0	0	0	0	0	0	0	0	1133	0	0	0	38	0	220	0	0	1	2	4	0	0	0	0	0	0	254
ODF3B	ENSG00000177989	ENST00000468249	retained_intron	5	18	0	1622	0	0	0	0	0	0	0	0	0	1052	0	0	0	117	0	351	0	0	2	3	18	0	0	0	0	0	0	125
ODF3B	ENSG00000177989	ENST00000469660	retained_intron	5	9	0	1631	0	0	0	0	0	0	0	0	0	1164	0	0	0	101	0	206	0	0	2	3	9	0	0	0	0	0	0	174
OR11H1	ENSG00000130538	ENST00000252835	protein_coding	13	44	135	14	0	0	0	0	0	0	0	0	0	10	0	4	0	0	135	0	0	0	0	0	1	0	0	8	1	0	44	4
OR11H1	ENSG00000130538	ENST00000643195	protein_coding	13	42	132	19	0	0	0	0	0	0	0	0	0	10	0	4	0	0	132	0	0	0	0	0	1	1	0	7	1	0	42	9
OSBP2	ENSG00000184792	ENST00000332585	protein_coding	26	281	434	1029	0	30	5	0	18	3	2	5	5	0	0	11	1	820	419	0	0	0	3	1	56	1	0	10	0	0	234	206
OSBP2	ENSG00000184792	ENST00000401475	protein_coding	23	189	258	827	0	30	12	0	83	3	1	4	4	0	0	10	0	739	246	0	0	0	2	1	52	2	0	8	0	0	139	16
OSBP2	ENSG00000184792	ENST00000403222	protein_coding	23	223	302	1238	0	30	19	0	95	3	1	4	4	0	0	10	0	1094	290	0	0	0	3	1	56	1	0	8	0	0	162	63
OSBP2	ENSG00000184792	ENST00000407373	protein_coding	24	235	364	1148	0	30	6	0	49	3	1	4	5	0	0	12	0	1094	351	0	0	0	3	1	59	0	0	8	0	0	187	21
OSBP2	ENSG00000184792	ENST00000424224	protein_coding	13	61	92	871	0	0	10	0	63	0	0	1	2	393	0	5	0	424	89	0	0	0	1	0	16	2	0	5	0	0	43	0
OSBP2	ENSG00000184792	ENST00000431368	protein_coding	23	183	274	477	0	30	0	0	1	3	1	4	6	0	0	10	0	468	260	0	0	0	2	1	51	0	0	10	0	0	146	18
OSBP2	ENSG00000184792	ENST00000433183	protein_coding	2	23	24	482	0	75	0	0	1	0	0	1	0	0	0	0	0	34	23	0	0	0	0	0	10	0	0	2	0	1	13	381
OSBP2	ENSG00000184792	ENST00000437268	protein_coding	26	215	314	681	0	30	8	0	36	3	1	4	4	0	0	11	0	614	302	0	0	0	3	2	50	1	0	9	0	0	169	44
OSBP2	ENSG00000184792	ENST00000438716	protein_coding	26	234	368	1138	0	30	1	0	18	3	1	4	5	0	0	12	0	1139	355	0	0	0	4	1	63	0	0	9	0	0	189	0
OSBP2	ENSG00000184792	ENST00000445781	protein_coding	3	19	14	801	0	0	12	0	83	0	0	0	0	389	0	0	0	316	14	0	0	0	0	0	5	2	0	1	0	0	4	16
OSBP2	ENSG00000184792	ENST00000446658	protein_coding	26	278	434	1030	0	15	3	0	12	3	2	5	5	15	0	11	1	821	419	0	0	0	3	1	55	1	0	10	0	0	233	212
OSBP2	ENSG00000184792	ENST00000452656	protein_coding	22	149	220	497	0	52	0	0	0	1	1	6	2	0	0	10	0	459	210	0	0	0	2	0	47	0	0	9	1	0	115	22
OSBP2	ENSG00000184792	ENST00000453621	protein_coding	16	82	149	509	0	0	0	0	1	0	0	2	4	232	0	8	0	271	143	0	0	0	1	0	20	0	0	7	0	0	70	18
OSBP2	ENSG00000184792	ENST00000454145	protein_coding	13	51	96	597	0	0	0	0	1	0	0	0	4	398	0	6	0	190	92	0	0	0	1	0	15	0	0	7	0	0	42	18
OSBP2	ENSG00000184792	ENST00000464341	processed_transcript	0	1	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	9	0	0	0	0	1	0	0	0	0	0	0	27
OSBP2	ENSG00000184792	ENST00000477355	processed_transcript	0	3	0	325	0	0	0	0	0	0	0	0	0	42	0	0	0	199	0	71	0	0	0	0	3	0	0	0	0	0	0	16
OSBP2	ENSG00000184792	ENST00000496367	processed_transcript	0	2	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	67	0	0	0	0	2	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000496575	processed_transcript	0	16	0	672	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	125	0	0	0	0	16	0	0	0	0	0	0	393
OSBP2	ENSG00000184792	ENST00000535268	protein_coding	16	171	213	570	0	30	12	0	93	3	1	4	3	0	0	8	0	469	202	0	0	0	2	1	50	0	0	5	0	0	121	18
OSM	ENSG00000099985	ENST00000215781	protein_coding	5	58	140	198	0	29	2	0	19	0	0	1	0	0	0	3	0	139	139	0	0	0	0	0	6	0	0	2	0	1	52	14
OSM	ENSG00000099985	ENST00000403389	protein_coding	5	55	135	206	0	5	0	0	3	0	0	1	0	24	0	3	0	110	134	0	0	0	0	0	5	0	0	2	0	1	50	66
OSM	ENSG00000099985	ENST00000403463	protein_coding	0	8	6	387	0	102	1	0	15	0	0	0	0	85	0	0	0	170	6	0	0	0	0	0	5	0	0	0	0	0	3	18
P2RX6	ENSG00000099957	ENST00000401443	protein_coding	41	147	185	1187	0	54	0	0	2	1	0	1	0	699	0	15	0	454	183	0	0	0	6	8	51	1	0	12	0	0	112	27
P2RX6	ENSG00000099957	ENST00000413302	protein_coding	43	155	198	1167	0	54	3	0	29	1	0	1	0	699	0	16	0	433	196	0	0	0	6	9	48	1	0	12	0	0	119	0
P2RX6	ENSG00000099957	ENST00000422210	nonsense_mediated_decay	10	44	0	1772	0	266	0	0	0	0	0	0	0	699	0	0	0	476	0	352	0	0	5	5	44	0	0	0	0	0	0	33
P2RX6	ENSG00000099957	ENST00000432930	nonsense_mediated_decay	15	49	0	1784	0	288	0	0	0	0	0	0	0	699	0	0	0	434	0	394	0	0	6	9	49	0	0	0	0	0	0	33
P2RX6	ENSG00000099957	ENST00000442475	nonsense_mediated_decay	9	47	0	1775	0	266	0	0	5	0	0	0	0	699	0	0	0	497	0	340	0	0	5	4	47	0	0	0	0	0	0	24
P2RX6	ENSG00000099957	ENST00000452228	nonsense_mediated_decay	6	16	0	877	0	36	0	0	2	0	0	0	0	438	0	0	0	253	0	139	0	0	2	4	16	0	0	0	0	0	0	31
P2RX6	ENSG00000099957	ENST00000469722	retained_intron	1	9	0	566	0	0	0	0	0	0	0	0	0	310	0	0	0	88	0	148	0	0	0	1	9	0	0	0	0	0	0	30
P2RX6	ENSG00000099957	ENST00000487342	retained_intron	6	20	0	1178	0	0	0	0	0	0	0	0	0	667	0	0	0	122	0	208	0	0	3	3	20	0	0	0	0	0	0	207
P2RX6	ENSG00000099957	ENST00000591411	processed_transcript	0	10	0	358	0	0	0	0	0	0	0	0	0	155	0	0	0	153	0	60	0	0	0	0	10	0	0	0	0	0	0	0
P2RX6P	ENSG00000206145	ENST00000439119	processed_transcript	0	0	0	391	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000263246	protein_coding	14	149	219	475	0	42	4	0	17	2	1	0	0	0	0	6	0	439	216	0	0	0	1	1	32	0	0	6	0	0	124	0
PACSIN2	ENSG00000100266	ENST00000337959	protein_coding	12	132	199	514	0	42	4	0	17	2	1	0	0	0	0	4	0	473	196	0	0	0	1	1	26	0	0	6	0	0	112	0
PACSIN2	ENSG00000100266	ENST00000402229	protein_coding	14	149	219	475	0	42	4	0	17	2	1	0	0	0	0	6	0	439	216	0	0	0	1	1	32	0	0	6	0	0	124	0
PACSIN2	ENSG00000100266	ENST00000403744	protein_coding	14	149	219	475	0	42	4	0	17	2	1	0	0	0	0	6	0	439	216	0	0	0	1	1	32	0	0	6	0	0	124	0
PACSIN2	ENSG00000100266	ENST00000407585	protein_coding	12	132	199	514	0	42	4	0	17	2	1	0	0	0	0	4	0	473	196	0	0	0	1	1	26	0	0	6	0	0	112	0
PACSIN2	ENSG00000100266	ENST00000418133	protein_coding	3	55	71	197	0	0	4	0	17	1	0	0	0	93	0	1	0	93	70	0	0	0	0	1	9	0	0	1	0	0	46	0
PACSIN2	ENSG00000100266	ENST00000422336	protein_coding	3	55	71	197	0	0	4	0	17	1	0	0	0	93	0	1	0	93	70	0	0	0	0	1	9	0	0	1	0	0	46	0
PACSIN2	ENSG00000100266	ENST00000445706	processed_transcript	0	7	0	315	0	0	0	0	0	0	0	0	0	202	0	0	0	43	0	77	0	0	0	0	7	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000453079	protein_coding	1	21	18	282	0	0	4	0	17	0	0	0	0	226	0	1	0	43	18	0	0	0	0	0	8	0	0	0	0	0	13	0
PACSIN2	ENSG00000100266	ENST00000453643	protein_coding	3	55	74	194	0	0	4	0	17	1	0	0	0	90	0	1	0	93	73	0	0	0	0	1	10	0	0	1	0	0	46	0
PACSIN2	ENSG00000100266	ENST00000507586	nonsense_mediated_decay	0	8	0	1008	0	44	0	0	0	0	0	0	0	214	0	0	0	447	0	60	0	0	0	0	8	0	0	0	0	0	0	251
PACSIN2	ENSG00000100266	ENST00000634914	protein_coding	13	134	206	504	0	0	4	0	17	2	0	0	0	118	0	5	0	384	204	0	0	0	1	1	28	0	0	6	0	0	113	4
PANX2	ENSG00000073150	ENST00000159647	protein_coding	26	202	277	252	0	34	0	0	0	1	0	2	3	0	0	17	0	221	271	0	0	0	3	3	13	0	0	3	1	0	192	13
PANX2	ENSG00000073150	ENST00000395842	protein_coding	29	209	299	220	0	31	0	0	0	1	0	2	4	0	0	22	0	183	292	0	0	0	2	1	5	0	0	5	0	0	205	13
PANX2	ENSG00000073150	ENST00000402472	nonsense_mediated_decay	7	20	0	1198	0	468	0	0	0	0	0	0	0	0	0	0	0	211	0	525	0	0	4	3	20	0	0	0	0	0	0	22
PARVB	ENSG00000188677	ENST00000338758	protein_coding	27	130	188	1086	0	39	5	0	33	3	0	0	0	82	0	6	2	947	185	0	0	0	5	8	54	1	0	6	1	0	87	32
PARVB	ENSG00000188677	ENST00000402876	processed_transcript	7	16	0	623	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	124	0	0	2	5	16	0	0	0	0	0	0	44
PARVB	ENSG00000188677	ENST00000404989	protein_coding	26	124	170	914	0	33	14	0	44	2	0	0	0	88	0	6	0	782	168	0	0	0	5	8	52	0	0	6	1	0	76	13
PARVB	ENSG00000188677	ENST00000406477	protein_coding	30	125	199	1268	0	33	3	0	21	2	0	0	0	88	0	9	0	1084	197	0	0	0	5	8	53	0	0	7	1	0	88	89
PARVB	ENSG00000188677	ENST00000444029	protein_coding	15	51	82	576	0	0	0	0	0	1	0	0	0	115	0	2	0	452	81	0	0	0	3	5	20	0	0	5	0	0	38	30
PARVB	ENSG00000188677	ENST00000477438	processed_transcript	0	5	0	240	0	0	0	0	0	0	0	0	0	88	0	0	0	25	0	44	0	0	0	0	5	0	0	0	0	0	0	88
PARVB	ENSG00000188677	ENST00000477795	processed_transcript	3	8	0	221	0	0	0	0	0	0	0	0	0	36	0	0	0	83	0	91	0	0	0	3	8	0	0	0	0	0	0	22
PARVB	ENSG00000188677	ENST00000484345	processed_transcript	0	5	0	312	0	0	0	0	0	0	0	0	0	145	0	0	0	66	0	22	0	0	0	0	5	0	0	0	0	0	0	84
PARVB	ENSG00000188677	ENST00000495824	processed_transcript	0	3	0	283	0	0	0	0	0	0	0	0	0	50	0	0	0	29	0	10	0	0	0	0	3	0	0	0	0	0	0	197
PARVB	ENSG00000188677	ENST00000619710	protein_coding	27	113	149	1144	0	33	8	0	36	2	0	0	0	88	0	6	0	883	147	0	0	0	5	8	47	1	0	6	1	0	72	149
PARVG	ENSG00000138964	ENST00000356909	nonsense_mediated_decay	11	57	0	1237	0	139	9	0	62	0	0	0	0	0	0	0	0	616	0	364	0	0	1	10	48	0	0	0	0	0	0	115
PARVG	ENSG00000138964	ENST00000415224	protein_coding	20	84	105	749	0	67	8	0	54	0	0	1	0	19	0	5	0	463	104	0	0	0	0	8	34	1	0	6	0	1	45	178
PARVG	ENSG00000138964	ENST00000416291	protein_coding	6	13	19	449	0	0	3	0	34	0	0	0	0	166	0	2	0	202	19	0	0	0	2	1	4	1	0	0	0	0	6	52
PARVG	ENSG00000138964	ENST00000417767	protein_coding	4	27	22	446	0	0	15	0	117	0	0	0	0	161	0	2	0	56	22	0	0	0	0	1	4	1	0	0	0	0	8	115
PARVG	ENSG00000138964	ENST00000422871	protein_coding	26	144	175	926	0	22	15	0	106	0	0	1	0	0	0	6	0	765	174	0	0	0	1	10	53	1	0	9	0	0	89	80
PARVG	ENSG00000138964	ENST00000444313	protein_coding	25	141	175	771	0	22	13	0	101	0	0	1	0	0	0	6	0	666	174	0	0	0	1	9	52	1	0	9	0	0	89	27
PARVG	ENSG00000138964	ENST00000453888	processed_transcript	5	9	0	859	0	0	0	0	0	0	0	0	0	311	0	0	0	378	0	93	0	0	0	5	9	0	0	0	0	0	0	91
PARVG	ENSG00000138964	ENST00000466375	protein_coding	7	13	19	524	0	0	1	0	14	0	0	0	0	227	0	2	0	73	19	0	0	0	0	4	6	1	0	0	0	0	6	218
PARVG	ENSG00000138964	ENST00000468564	retained_intron	4	25	0	1066	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	404	0	0	1	3	25	0	0	0	0	0	0	333
PARVG	ENSG00000138964	ENST00000471836	retained_intron	4	8	0	660	0	0	0	0	0	0	0	0	0	267	0	0	0	93	0	131	0	0	0	4	8	0	0	0	0	0	0	181
PARVG	ENSG00000138964	ENST00000472551	processed_transcript	1	4	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	58	0	0	0	1	4	0	0	0	0	0	0	106
PARVG	ENSG00000138964	ENST00000475485	retained_intron	10	49	0	1036	0	0	0	0	0	0	0	0	0	0	0	0	0	613	0	391	0	0	1	9	49	0	0	0	0	0	0	91
PATZ1	ENSG00000100105	ENST00000215919	protein_coding	3	162	180	506	0	170	2	0	21	0	0	4	0	52	0	2	0	264	176	0	0	0	0	0	2	0	0	1	0	0	159	0
PATZ1	ENSG00000100105	ENST00000266269	protein_coding	2	186	226	650	0	25	2	0	21	1	0	4	0	0	0	0	0	615	221	0	0	0	0	0	13	0	0	2	0	0	173	0
PATZ1	ENSG00000100105	ENST00000351933	protein_coding	1	175	205	683	0	25	2	0	21	1	0	4	0	0	0	0	0	644	200	0	0	0	0	0	9	0	0	1	0	0	166	0
PATZ1	ENSG00000100105	ENST00000405309	protein_coding	1	162	174	727	0	90	2	0	21	0	0	4	0	0	0	0	0	626	170	0	0	0	0	0	12	0	0	1	0	0	150	0
PATZ1	ENSG00000100105	ENST00000465287	retained_intron	0	1	0	848	0	0	0	0	0	0	0	0	0	52	0	0	0	57	0	401	0	0	0	0	1	0	0	0	0	0	0	339
PATZ1	ENSG00000100105	ENST00000494109	retained_intron	0	3	0	861	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	131	0	0	0	0	3	0	0	0	0	0	0	417
PDGFB	ENSG00000100311	ENST00000331163	protein_coding	4	90	121	391	0	5	3	0	21	0	0	0	0	0	0	2	0	379	121	0	0	0	0	0	21	0	0	2	0	0	73	0
PDGFB	ENSG00000100311	ENST00000381551	protein_coding	6	83	115	399	0	5	0	0	9	0	0	0	0	0	0	2	0	310	115	0	0	0	0	2	25	0	0	2	0	0	67	93
PDGFB	ENSG00000100311	ENST00000440375	protein_coding	1	60	66	478	0	0	1	0	7	0	0	0	0	135	0	1	0	278	66	0	0	0	0	0	20	0	0	0	0	0	44	72
PDGFB	ENSG00000100311	ENST00000455790	protein_coding	1	61	68	475	0	0	1	0	7	0	0	0	0	130	0	1	0	278	68	0	0	0	0	0	18	0	0	0	0	0	47	72
PDXP	ENSG00000241360	ENST00000215904	protein_coding	20	113	182	495	0	31	7	0	60	2	0	3	3	0	0	9	1	60	174	0	0	0	0	1	4	5	1	4	2	1	102	346
PDXP	ENSG00000241360	ENST00000403251	protein_coding	6	33	39	93	0	31	5	0	27	0	0	0	0	0	0	1	0	36	39	0	0	0	0	0	2	1	0	2	2	1	25	0
PES1	ENSG00000100029	ENST00000335214	protein_coding	15	191	275	797	0	17	2	0	11	4	0	2	0	0	0	2	0	608	269	0	0	0	4	1	72	0	0	8	0	0	135	220
PES1	ENSG00000100029	ENST00000354694	protein_coding	13	196	279	793	0	17	5	0	35	4	0	2	0	0	0	2	0	602	273	0	0	0	2	1	72	0	0	8	0	0	137	196
PES1	ENSG00000100029	ENST00000402281	protein_coding	14	236	211	1306	0	17	56	0	301	3	0	2	0	0	0	2	1	857	206	0	0	0	3	4	84	0	0	5	0	0	103	199
PES1	ENSG00000100029	ENST00000402284	protein_coding	13	191	271	805	0	17	4	0	24	4	0	2	0	0	0	2	0	615	265	0	0	0	2	1	74	0	0	8	0	0	132	207
PES1	ENSG00000100029	ENST00000405677	protein_coding	15	241	211	1302	0	17	57	0	302	3	0	2	0	0	0	2	1	847	206	0	0	0	3	5	88	0	0	5	0	0	103	208
PES1	ENSG00000100029	ENST00000406208	protein_coding	0	97	83	1133	0	0	26	0	124	0	0	0	0	545	0	0	1	277	83	0	0	0	0	0	43	0	0	0	0	0	31	215
PES1	ENSG00000100029	ENST00000433575	processed_transcript	0	26	0	910	0	0	0	0	0	0	0	0	0	458	0	0	0	158	0	112	0	0	0	0	26	0	0	0	0	0	0	208
PES1	ENSG00000100029	ENST00000441668	protein_coding	4	55	77	662	0	17	0	0	1	3	0	2	0	0	0	2	0	129	72	0	0	0	0	0	15	0	0	2	0	0	42	528
PES1	ENSG00000100029	ENST00000466614	retained_intron	0	23	0	601	0	0	0	0	0	0	0	0	0	146	0	0	0	133	0	143	0	0	0	0	23	0	0	0	0	0	0	202
PES1	ENSG00000100029	ENST00000467368	processed_transcript	5	14	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	57	0	0	1	4	14	0	0	0	0	0	0	256
PES1	ENSG00000100029	ENST00000477762	retained_intron	0	19	0	1091	0	0	0	0	0	0	0	0	0	486	0	0	0	123	0	121	0	0	0	0	19	0	0	0	0	0	0	380
PES1	ENSG00000100029	ENST00000488719	retained_intron	0	4	0	794	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	260	0	0	0	0	4	0	0	0	0	0	0	492
PES1	ENSG00000100029	ENST00000492986	processed_transcript	4	10	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	104	0	0	1	3	10	0	0	0	0	0	0	199
PEX26	ENSG00000215193	ENST00000329627	protein_coding	18	87	149	277	0	30	3	0	28	0	0	1	0	0	0	7	0	240	148	0	0	0	2	2	21	1	0	6	0	0	67	0
PEX26	ENSG00000215193	ENST00000399744	protein_coding	16	85	149	283	0	30	5	0	39	0	0	1	0	0	0	7	0	229	148	0	0	0	0	2	17	1	0	6	0	0	67	0
PEX26	ENSG00000215193	ENST00000428061	protein_coding	14	64	127	323	0	15	0	0	0	0	0	0	0	15	0	6	0	264	127	0	0	0	0	2	9	1	0	5	0	0	56	39
PEX26	ENSG00000215193	ENST00000474897	nonsense_mediated_decay	1	30	0	1387	0	284	5	0	39	0	0	0	0	20	0	0	0	586	0	484	0	0	0	1	25	0	0	0	0	0	0	0
PEX26	ENSG00000215193	ENST00000610387	protein_coding	16	71	127	317	0	30	3	0	28	0	0	0	0	0	0	6	0	275	127	0	0	0	2	2	13	1	0	5	0	0	56	0
PHETA2	ENSG00000177096	ENST00000321753	protein_coding	20	61	119	294	0	24	1	0	3	1	0	0	0	195	0	9	0	30	118	0	0	0	0	0	1	1	0	11	1	0	59	43
PHETA2	ENSG00000177096	ENST00000419475	protein_coding	7	30	56	401	0	0	1	0	3	1	0	0	0	326	0	3	0	30	55	0	0	0	0	0	1	1	0	4	0	0	28	43
PHF21B	ENSG00000056487	ENST00000313237	protein_coding	7	190	255	931	0	27	3	0	35	1	2	0	0	0	0	2	0	905	252	0	0	0	0	2	47	0	0	3	0	0	153	0
PHF21B	ENSG00000056487	ENST00000396103	protein_coding	7	190	236	957	0	27	10	0	81	1	2	0	0	0	0	2	0	772	233	0	0	0	0	2	47	0	0	3	0	0	145	114
PHF21B	ENSG00000056487	ENST00000403565	protein_coding	8	184	149	1088	0	27	42	0	240	1	1	0	0	0	0	0	0	754	147	0	0	0	2	3	58	1	0	2	0	0	93	114
PHF21B	ENSG00000056487	ENST00000414269	protein_coding	1	63	62	1159	0	0	12	0	39	1	0	0	0	287	0	0	0	846	61	0	0	0	0	0	16	1	0	0	0	0	37	0
PHF21B	ENSG00000056487	ENST00000420689	protein_coding	4	90	103	572	0	0	10	0	79	0	1	0	0	63	0	2	0	331	102	0	0	0	0	1	22	0	0	1	0	0	64	116
PHF21B	ENSG00000056487	ENST00000460507	processed_transcript	0	9	0	434	0	0	0	0	0	0	0	0	0	186	0	0	0	177	0	80	0	0	0	0	9	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000474327	processed_transcript	4	32	0	723	0	0	0	0	0	0	0	0	0	232	0	0	0	407	0	100	0	0	2	2	33	0	0	0	0	0	0	20
PHF21B	ENSG00000056487	ENST00000490679	processed_transcript	1	15	0	743	0	0	0	0	0	0	0	0	0	141	0	0	0	391	0	146	0	0	0	1	16	0	0	0	0	0	0	81
PHF21B	ENSG00000056487	ENST00000491522	retained_intron	0	5	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	92	0	0	0	0	5	0	0	0	0	0	0	15
PHF21B	ENSG00000056487	ENST00000495348	processed_transcript	1	10	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	33	0	0	0	1	11	0	0	0	0	0	0	35
PHF21B	ENSG00000056487	ENST00000629843	protein_coding	7	186	244	946	0	27	3	0	35	1	2	0	0	0	0	2	0	921	241	0	0	0	0	2	48	0	0	3	0	0	148	0
PHF5A	ENSG00000100410	ENST00000216252	protein_coding	0	31	5	275	0	25	3	0	12	0	0	0	0	0	0	0	0	144	5	0	0	0	0	0	4	0	0	0	0	0	26	96
PHF5A	ENSG00000100410	ENST00000459687	retained_intron	0	4	0	304	0	0	0	0	0	0	0	0	0	1	0	0	0	120	0	78	0	0	0	0	4	0	0	0	0	0	0	109
PHF5A	ENSG00000100410	ENST00000491254	processed_transcript	0	4	0	304	0	0	0	0	0	0	0	0	0	27	0	0	0	111	0	26	0	0	0	0	4	0	0	0	0	0	0	144
PI4KA	ENSG00000241973	ENST00000255882	protein_coding	63	648	822	3158	0	32	9	0	58	0	7	9	5	0	0	29	0	2975	801	0	0	0	6	8	202	0	0	21	0	0	495	251
PI4KA	ENSG00000241973	ENST00000399213	protein_coding	12	126	152	497	0	32	0	0	0	0	0	2	0	0	0	4	0	469	150	0	0	0	1	3	50	0	0	4	0	0	95	31
PI4KA	ENSG00000241973	ENST00000449120	protein_coding	7	39	29	700	0	0	15	0	101	0	0	0	0	176	0	2	1	425	29	0	0	0	0	2	12	0	0	3	0	0	17	6
PI4KA	ENSG00000241973	ENST00000462210	retained_intron	0	7	0	527	0	0	0	0	0	0	0	0	0	330	0	0	0	52	0	106	0	0	0	0	7	0	0	0	0	0	0	46
PI4KA	ENSG00000241973	ENST00000466162	processed_transcript	5	32	0	1252	0	0	0	0	0	0	0	0	0	275	0	0	0	840	0	97	0	0	2	3	32	0	0	0	0	0	0	77
PI4KA	ENSG00000241973	ENST00000466394	retained_intron	1	22	0	758	0	0	0	0	0	0	0	0	0	228	0	0	0	251	0	147	0	0	0	1	22	0	0	0	0	0	0	155
PI4KA	ENSG00000241973	ENST00000466772	retained_intron	2	46	0	1149	0	0	0	0	0	0	0	0	0	0	0	0	0	482	0	413	0	0	0	2	46	0	0	0	0	0	0	302
PI4KA	ENSG00000241973	ENST00000475414	retained_intron	0	9	0	529	0	0	0	0	0	0	0	0	0	154	0	0	0	142	0	94	0	0	0	0	9	0	0	0	0	0	0	148
PI4KA	ENSG00000241973	ENST00000477245	retained_intron	5	83	0	1441	0	0	0	0	0	0	0	0	0	0	0	0	0	917	0	592	0	0	2	3	84	0	0	0	0	0	0	21
PI4KA	ENSG00000241973	ENST00000477368	processed_transcript	0	1	0	478	0	0	0	0	0	0	0	0	0	431	0	0	0	32	0	16	0	0	0	0	1	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000482030	retained_intron	2	7	0	619	0	0	0	0	0	0	0	0	0	178	0	0	0	143	0	102	0	0	1	1	7	0	0	0	0	0	0	205
PI4KA	ENSG00000241973	ENST00000484220	retained_intron	4	20	0	1181	0	0	0	0	0	0	0	0	0	56	0	0	0	763	0	102	0	0	2	2	20	0	0	0	0	0	0	284
PI4KA	ENSG00000241973	ENST00000485123	retained_intron	0	3	0	697	0	0	0	0	0	0	0	0	0	143	0	0	0	39	0	86	0	0	0	0	3	0	0	0	0	0	0	432
PI4KA	ENSG00000241973	ENST00000485950	retained_intron	0	5	0	596	0	0	0	0	0	0	0	0	0	131	0	0	0	108	0	101	0	0	0	0	5	0	0	0	0	0	0	261
PI4KA	ENSG00000241973	ENST00000485963	retained_intron	2	54	0	1584	0	0	0	0	0	0	0	0	0	77	0	0	0	740	0	573	0	0	1	1	55	0	0	0	0	0	0	250
PI4KA	ENSG00000241973	ENST00000489966	retained_intron	0	7	0	449	0	0	0	0	0	0	0	0	0	40	0	0	0	42	0	53	0	0	0	0	7	0	0	0	0	0	0	321
PI4KA	ENSG00000241973	ENST00000492581	retained_intron	2	31	0	802	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	425	0	0	0	2	31	0	0	0	0	0	0	54
